manufacturer,type,cc,engine,start,end,brand,name,oid,sid,comment
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,INA,正时套装（不含皮带）,/,5300546090,正时系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,INA,正时套装,/,5300546100,正时系
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,INA,正时套装,/,5300546100,正时系
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,INA,正时套装,/,5300546100,正时系
奥迪 (一汽奥迪),A6 (C5),1.8 T,BGC,2006/7/1,2006/12/1,INA,正时套装,/,5300546100,正时系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,INA,正时套装,/,5300546100,正时系
奥迪 (一汽奥迪),A6L (C6),2.0 FSI,BPJ,2005/9/1,-,INA,正时套装,/,5300546100,正时系
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,INA,正时套装,/,5300546100,正时系
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,INA,正时套装,/,5300546100,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8,/,2009/1/1,-,INA,正时套装,/,5300546100,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,INA,正时套装,/,5300546100,正时系
大众 (上海大众),途安,1.8 T,BPL,2005/5/1,-,INA,正时套装,/,5300546100,正时系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,INA,正时套装,/,5300546100,正时系
大众 (一汽大众),捷达,1.6,/,1998/1/1,2002/1/1,INA,正时套装,/,5300546100,正时系
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,INA,正时套装,/,5300546100,正时系
大众 (一汽大众),宝来 HS,1.8,BAF,2006/10/1,2008/12/1,INA,正时套装,/,5300546100,正时系
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,INA,正时套装,/,5300546100,正时系
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,INA,正时套装,/,5300546100,正时系
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,INA,正时套装,/,5300546100,正时系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,INA,正时套装（不含皮带）,/,5300547090,正时系
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,INA,正时套装（不含皮带）,/,5300547090,正时系
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,INA,正时套装（不含皮带）,/,5300547090,正时系
奥迪 (一汽奥迪),A6 (C5),1.8 T,BGC,2006/7/1,2006/12/1,INA,正时套装（不含皮带）,/,5300547090,正时系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,INA,正时套装（不含皮带）,/,5300547090,正时系
奥迪 (一汽奥迪),A6L (C6),2.0 FSI,BPJ,2005/9/1,-,INA,正时套装（不含皮带）,/,5300547090,正时系
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8,/,2009/1/1,-,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (上海大众),途安,1.8 T,BPL,2005/5/1,-,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (一汽大众),捷达,1.6,/,1998/1/1,2002/1/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (一汽大众),宝来 HS,1.8,BAF,2006/10/1,2008/12/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,INA,正时套装（不含皮带）,/,5300547090,正时系
大众 (一汽大众),速腾,1.8 T,BPL,2006/4/1,2008/4/1,INA,正时套装（不含皮带）,/,5300547090,正时系
奥迪 (一汽奥迪),A6L (C5),1.8,ANQ,2000/1/1,2005/12/1,INA,正时套装,/,5300547100,正时系
奥迪 (一汽奥迪),A4 (B6),1.8 T,BFB,2003/2/1,2005/7/1,INA,正时套装,/,5300547100,正时系
奥迪 (一汽奥迪),A4 (B7),1.8 T,BKB,2005/7/1,2008/9/1,INA,正时套装,/,5300547100,正时系
奥迪 (一汽奥迪),A6 (C5),1.8 T,BGC,2006/7/1,2006/12/1,INA,正时套装,/,5300547100,正时系
奥迪 (一汽奥迪),A6L (C5),1.8 T,AWL,2000/7/1,2005/12/1,INA,正时套装,/,5300547100,正时系
奥迪 (一汽奥迪),A6L (C6),2.0 FSI,BPJ,2005/9/1,-,INA,正时套装,/,5300547100,正时系
奥迪 (一汽奥迪),A4 (B7),2.0 T,BGB,2005/7/1,2008/9/1,INA,正时套装,/,5300547100,正时系
大众 (上海大众),帕萨特 (B5),1.8,ANQ,2000/4/1,2003/2/1,INA,正时套装,/,5300547100,正时系
大众 (上海大众),帕萨特 (B5),1.8 T,AWL,2001/1/1,2009/4/1,INA,正时套装,/,5300547100,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8 T,/,2005/11/1,2009/4/1,INA,正时套装,/,5300547100,正时系
大众 (上海大众),途安,1.8 T,BPL,2005/5/1,-,INA,正时套装,/,5300547100,正时系
大众 (一汽大众),宝来,1.6,/,2002/6/1,2004/10/1,INA,正时套装,/,5300547100,正时系
大众 (一汽大众),捷达,1.6,/,1998/1/1,2002/1/1,INA,正时套装,/,5300547100,正时系
大众 (一汽大众),宝来,1.8,BAF,2001/12/1,2006/12/1,INA,正时套装,/,5300547100,正时系
大众 (一汽大众),宝来 HS,1.8,BAF,2006/10/1,2008/12/1,INA,正时套装,/,5300547100,正时系
大众 (一汽大众),高尔夫,1.8,BAF,2003/7/1,2009/7/1,INA,正时套装,/,5300547100,正时系
大众 (一汽大众),高尔夫,1.6,AWB,2003/8/1,2005/12/1,INA,正时套装,/,5300547100,正时系
大众 (一汽大众),宝来,1.8 T,BAE,2001/12/1,2006/12/1,INA,正时套装,/,5300547100,正时系
大众 (一汽大众),速腾,1.8 T,BPL,2006/4/1,2008/4/1,INA,正时套装,/,5300547100,正时系
大众 (上海大众),帕萨特领驭 (B5),1.8,/,2009/1/1,-,INA,水泵套装,/,5300547300,/
大众 (上海大众),帕萨特领驭 (B5),1.8,/,2009/1/1,-,INA,正时套装,/,5300557100,正时系
现代 (北京现代),名驭,1.8,G4GB,40026,-,INA,正时套装（不含皮带）,/,5300576090,正时系
起亚 (东风悦达起亚),狮跑,2.0,G4GC,39387,-,INA,正时套装,/,5300576100,正时系
现代 (北京现代),名驭,1.8,G4GB,40026,-,INA,正时套装,/,5300616100,正时系
奥迪 (一汽奥迪),A4 (B6),2.4,BDV,2004/1/1,2005/7/1,INA,正时套装,/,5300648100,正时系
奥迪 (一汽奥迪),A6L (C5),2.4,APS,1999/9/1,2005/12/1,INA,正时套装,/,5300648100,正时系
奥迪 (一汽奥迪),A6L (C5),2.4,BDV,2002/6/1,2005/12/1,INA,正时套装,/,5300648100,正时系
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,INA,正时套装,/,5300648100,正时系
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,INA,正时套装,/,5300648100,正时系
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,INA,正时套装,/,5300648100,正时系
奥迪 (一汽奥迪),A4 (B6),2.4,BDV,2004/1/1,2005/7/1,INA,水泵套装,/,5300648300,/
奥迪 (一汽奥迪),A6L (C5),2.4,APS,1999/9/1,2005/12/1,INA,水泵套装,/,5300648300,/
奥迪 (一汽奥迪),A6L (C5),2.4,BDV,2002/6/1,2005/12/1,INA,水泵套装,/,5300648300,/
奥迪 (一汽奥迪),A6L (C5),2.8,BBG,2000/9/1,2005/7/1,INA,水泵套装,/,5300648300,/
奥迪 (一汽奥迪),A6 (C5),2.8,ATX,1999/9/1,2005/12/1,INA,水泵套装,/,5300648300,/
大众 (上海大众),帕萨特 (B5),2.8,BBG,2001/12/1,2006/12/1,INA,水泵套装,/,5300648300,/
比亚迪,F3,1.5,4 G 15 S,2007/9/1,2010/12/1,INA,正时套装,/,5300649100,正时系
比亚迪,G3,1.5,4 G 15 S,2009/10/1,2010/10/1,INA,正时套装,/,5300649100,正时系
比亚迪,L3,1.5,/,2010/12/1,-,INA,正时套装,/,5300649100,正时系
比亚迪,F3,1.6,4G18,2005/9/1,2010/12/1,INA,正时套装,/,5300649100,正时系
比亚迪,F3-R,1.6,4G18,2007/9/1,-,INA,正时套装,/,5300649100,正时系
比亚迪,F3,1.5,4G15,2005/9/1,-,INA,正时套装,/,5300649100,正时系
比亚迪,F3,1.6,4G18S2,2005/3/1,-,INA,正时套装,/,5300649100,正时系
海马汽车,福美来 II,1.6,4G18,2007/3/1,2010/11/1,INA,正时套装,/,5300649100,正时系
海马汽车,福美来,1.6,4G18,2007/1/1,-,INA,正时套装,/,5300649100,正时系
海马汽车,福美来 II,1.6,4G18,2006/9/1,-,INA,正时套装,/,5300649100,正时系
中华 (华晨中华),骏捷 FSV,1.6,4 G 18,2009/7/1,-,INA,正时套装,/,5300649100,正时系
菲亚特 (南京菲亚特),派力奥,1.3,188 A4.000,2002/1/1,-,INA,张紧轮,/,5310005100,正时系
菲亚特 (南京菲亚特),派力奥,1.3,188 A5.000,2002/1/1,-,INA,张紧轮,71740977,5310005100,正时系
菲亚特 (南京菲亚特),派力奥,1.3,188 A5.000,2002/1/1,-,INA,张紧轮,/,5310005100,正时系
菲亚特 (南京菲亚特),西耶那,1.3,188 A4.000,2003/1/1,-,INA,张紧轮,/,5310005100,正时系
菲亚特 (南京菲亚特),西耶那,1.3,188 A5.000,2003/1/1,-,INA,张紧轮,/,5310005100,正时系
标致 (东风标致雪铁龙),206,1.4,TU3AF,2006/7/1,2009/2/1,INA,张紧轮,0829.54,5310030100,正时系
雪铁龙 (东风标致雪铁龙),富康,1.4,TU3MC2,1992/2/1,2005/12/1,INA,张紧轮,0829.54,5310030100,正时系
雪铁龙 (东风标致雪铁龙),富康,1.4,/,2002/2/1,2005/12/1,INA,张紧轮,0829.54,5310030100,正时系
雪铁龙 (东风标致雪铁龙),富康,1.4,/,1992/2/1,2001/8/1,INA,张紧轮,0829.54,5310030100,正时系
雪铁龙 (东风标致雪铁龙),爱丽舍,1.6,TU5JPK,2002/6/1,2008/4/1,INA,张紧轮,0829.54,5310030100,正时系
雪铁龙 (东风标致雪铁龙),富康,1.6,TU5JPK,1997/2/1,2005/12/1,INA,张紧轮,0829.54,5310030100,正时系
雪铁龙 (东风标致雪铁龙),赛纳毕加索,1.6 8V,TU5JPL4,2002/6/1,-,INA,张紧轮,0829.54,5310030100,正时系
猎豹 (长丰猎豹),帕杰罗,3.8,6 G 75,2004/12/1,-,INA,张紧轮,MD140071,5310051200,正时系
猎豹 (长丰猎豹),猎豹,3.0,6 G 72 (24V),1999/1/1,-,INA,张紧轮,MD140071,5310051200,正时系
猎豹 (长丰猎豹),猎豹,3.0,6 G 72 (12V),2004/9/1,-,INA,张紧轮,MD140071,5310051200,正时系
猎豹 (长丰猎豹),帕杰罗 (V73),3.0,6 G 72 (24V),2004/12/1,-,INA,张紧轮,MD140071,5310051200,正时系
起亚 (东风悦达起亚),嘉华,3.5,G6CU,2004/7/1,2010/12/1,INA,张紧轮,24450 35530,5310051200,正时系
三菱 (北京吉普),帕杰罗 运动版,3.0,6 G 72,2003/1/1,2006/2/1,INA,张紧轮,MD140071,5310051200,正时系
别克 (上海通用-别克),凯越,1.8,T18SED,2003/8/1,2008/5/1,INA,张紧轮,9158004,5310054300,正时系
雪佛兰 (上海通用-雪佛兰),景程,2.0,L34,2006/4/1,2009/9/1,INA,张紧轮,9158004,5310054300,正时系
雪佛兰 (上海通用-雪佛兰),景程,2.0,T20SED,2006/4/1,2009/9/1,INA,张紧轮,9158004,5310054300,正时系
菲亚特 (南京菲亚特),派力奥,1.5,178 E5.022,2002/1/1,-,INA,张紧轮,00467956850L ,5310056100,正时系
菲亚特 (南京菲亚特),西耶那,1.5,178 E5.022,2003/1/1,-,INA,张紧轮,00467956850L ,5310056100,正时系
菲亚特 (南京菲亚特),派朗,1.7,311A1027,2006/7/1,-,INA,张紧轮,00467956850L ,5310056100,正时系
大众 (上海大众),高尔,1.6,BHJ,2003/12/1,2005/2/1,INA,张紧轮,026109243G,5310063100,正时系
大众 (上海大众),桑塔纳,1.6,/,1996/8/1,-,INA,张紧轮,026109243E,5310063100,正时系
大众 (上海大众),桑塔纳,1.8,/,1996/8/1,-,INA,张紧轮,026109243E,5310063100,正时系
大众 (上海大众),桑塔纳,1.8,AFE,1996/8/1,-,INA,张紧轮,026109243E,5310063100,正时系
大众 (上海大众),桑塔纳,1.8,JV,1985/3/1,1996/8/1,INA,张紧轮,026109243E,5310063100,正时系
大众 (上海大众),桑塔纳2000,1.8,AFE,1996/4/1,2004/3/1,INA,张紧轮,026109243E,5310063100,正时系
大众 (上海大众),桑塔纳2000,1.8,JV,1995/4/1,2004/3/1,INA,张紧轮,026109243E,5310063100,正时系
大众 (一汽大众),捷达,1.6,ABX,1991/5/1,1999/12/1,INA,张紧轮,026109243E,5310063100,正时系
雪佛兰 (上海通用-雪佛兰),赛欧,1.6,L01,2005/2/1,2007/12/1,INA,张紧轮,9202478,5310101300,正时系
奥迪 (一汽奥迪),200,2.4,AFM,1998/9/1,1999/9/1,INA,张紧轮,078109243K,5310103200,正时系
奥迪 (一汽奥迪),200,2.6,ACZ,1995/11/1,1999/9/1,INA,张紧轮,078109243K,5310103200,正时系
雪佛兰 (上汽通用-雪佛兰),乐驰,0.8,F8CV,2003/12/1,2009/3/1,INA,张紧轮,94580139,5310112200,正时系
雪佛兰 (上汽通用-雪佛兰),乐驰,1.0,B10S1,2004/12/1,2010/4/1,INA,张紧轮,94580139,5310112200,正时系
起亚 (东风悦达起亚),千里马,1.3,G4EA,2002/12/1,2007/4/1,INA,张紧轮,24410 22020,5310118200,正时系
起亚 (东风悦达起亚),锐欧,1.4,G4EE,2007/1/1,-,INA,张紧轮,24410 26000,5310118200,正时系
起亚 (东风悦达起亚),千里马,1.6,G4ED,2002/12/1,2007/4/1,INA,张紧轮,24410 22020,5310118200,正时系
起亚 (东风悦达起亚),锐欧,1.6,G4ED,2007/1/1,-,INA,张紧轮,24410 26000,5310118200,正时系
起亚 (东风悦达起亚),赛拉图,1.6,G4ED,2005/5/1,2006/8/1,INA,张紧轮,24410 26000,5310118200,正时系
起亚 (东风悦达起亚),赛拉图,1.6,G4ED,2007/12/1,-,INA,张紧轮,24410 26000,5310118200,正时系
现代 (北京现代),雅绅特,1.4,G4EE,2006/2/1,-,INA,张紧轮,24410 22020,5310118200,正时系
现代 (北京现代),雅绅特,1.6,G4ED,2006/2/1,-,INA,张紧轮,24410 22020,5310118200,正时系
东南 (东南汽车),得利卡,2.4,4G64S4M,1997/4/1,2003/8/1,INA,张紧轮,MD115976…8,5310121200,正时系
东南 (东南汽车),富利卡,2.0,4G63,2000/3/1,2004/9/1,INA,张紧轮,MD115976…8,5310121200,正时系
本田 (广汽本田),雅阁 VI,2.3,F23Z5,2000/6/1,2002/12/1,INA,张紧轮,14510-PT0-003,5310131200,正时系
本田 (广汽本田),雅阁 VI,2.0,F20B2,1999/1/1,2007/12/1,INA,张紧轮,14510-PT0-003,5310131200,正时系
本田 (广汽本田),雅阁 VI,2.3,F23Z5,2000/6/1,2002/12/1,INA,张紧轮,13404-PT0-003,5310132200,正时系
本田 (广汽本田),雅阁 VI,2.0,F20B2,1999/1/1,2007/12/1,INA,张紧轮,13404-PT0-003,5310132200,正时系
铃木 (长安铃木),雨燕,1.3,G 13 B,2005/5/1,-,INA,张紧轮,12810-71C02,5310169200,正时系
铃木 (长安铃木),雨燕,1.5,M15A,2007/12/1,-,INA,张紧轮,12810-71C02,5310169200,正时系
长安,长安之星,1.0,JL472Q,1999/6/1,2002/8/1,INA,张紧轮,12810 71C02,5310169200,正时系
丰田 (一汽丰田),威驰,1.3,8A-FE,2002/11/1,2005/10/1,INA,张紧轮,13505 15050,5310181200,正时系
丰田 (一汽丰田),威驰,1.5,5A-FE,2002/11/1,2005/10/1,INA,张紧轮,13505 15050,5310181200,正时系
吉利,豪情,1.3,8A-FE,2000/1/1,2003/4/1,INA,张紧轮,13505 15050,5310181200,正时系
吉利,美日,1.3,8A-FE,1999/6/1,2004/8/1,INA,张紧轮,13505 15050,5310181200,正时系
夏利 (天津一汽),威姿,1.3,8A-FE,2003/1/1,-,INA,张紧轮,13505 15050,5310181200,正时系
夏利 (天津一汽),夏利,1.3,8A-FE,1997/1/1,-,INA,张紧轮,13505 15050,5310181200,正时系
夏利 (天津一汽),雅酷,1.3,8A-FE,2000/10/1,2003/9/1,INA,张紧轮,13505 15050,5310181200,正时系
东南 (东南汽车),得利卡,2.4,4G64S4M,1997/4/1,2003/8/1,INA,张紧轮,MD182537…3,5310193200,正时系
东南 (东南汽车),富利卡,2.0,4G63,2000/3/1,2004/9/1,INA,张紧轮,MD182537…3,5310193200,正时系
猎豹 (长丰猎豹),猎豹,2.4,4G64S4M,1999/1/1,-,INA,张紧轮,MD182537,5310193200,正时系
猎豹 (长丰猎豹),猎豹,2.4,4 G 64,1999/1/1,-,INA,张紧轮,MD182537,5310193200,正时系
猎豹 (长丰猎豹),猎豹,2.4,4 G 64,2004/9/1,-,INA,张紧轮,MD182537,5310193200,正时系
奇瑞,V5,2.4,4G64S4M,2006/6/1,2007/6/1,INA,张紧轮,SMD182537,5310193200,正时系
奇瑞,东方之子,2.4,4G64S4M,2003/6/1,2007/12/1,INA,张紧轮,SMD182537,5310193200,正时系
奇瑞,瑞虎,2.4,4G64S4M,2005/11/1,2008/12/1,INA,张紧轮,SMD182537,5310193200,正时系
奇瑞,东方之子,2.0,4G63S4M,2004/3/1,2008/12/1,INA,张紧轮,SMD182537,5310193200,正时系
奇瑞,瑞虎,2.0,4G63S4M,2005/3/1,2008/12/1,INA,张紧轮,SMD182537,5310193200,正时系
日产 (郑州日产),奥丁,2.4,4G64S4M,2007/10/1,-,INA,张紧轮,MD182537,5310193200,正时系
三菱 (北京奔驰),欧蓝德,2.4,4 G 64,2006/7/1,-,INA,张紧轮,SMD182537,5310193200,正时系
三菱 (北京吉普),欧蓝德,2.4,4G64S4M,2004/1/1,2006/3/1,INA,张紧轮,MD182537,5310193200,正时系
三菱 (北京吉普),帕杰罗 运动版,2.4,4G64S4M,2003/1/1,2006/2/1,INA,张紧轮,MD182537,5310193200,正时系
长城,哈弗,2.4,4 G 64,2005/11/1,2008/10/1,INA,张紧轮,SMD182537,5310193200,正时系
长城,哈弗,2.4,4G64,2005/6/1,-,INA,张紧轮,SMD182537,5310193200,正时系
中华 (华晨中华),SY,2.4,4G64S4,2002/8/1,2006/12/1,INA,张紧轮,MD182537,5310193200,正时系
中华 (华晨中华),尊驰,2.4,4 G 64,2004/12/1,2006/12/1,INA,张紧轮,MD182537,5310193200,正时系
中华 (华晨中华),SY,2.0,4G63S4,2002/8/1,2006/12/1,INA,张紧轮,MD182537,5310193200,正时系
中华 (华晨中华),中华骏捷,2.0,4 G 63,2006/2/1,2008/12/1,INA,张紧轮,MD182537,5310193200,正时系
中华 (华晨中华),尊驰,2.0,4 G 63,2004/12/1,2009/7/1,INA,张紧轮,MD182537,5310193200,正时系
东风 (东风柳州),风行,1.8,4 G 93,2007/12/1,-,INA,张紧轮,DAMD169592,5310196200,正时系
东南 (东南汽车),富利卡,2.0,4G63,2000/4/1,2003/8/1,INA,张紧轮,DAMD169592,5310196200,正时系
哈飞,赛豹 5,1.8,4 G 93,2007/1/1,-,INA,张紧轮,DAMD169592,5310196200,正时系
猎豹 (长丰猎豹),猎豹,2.0,4 G 63,2004/9/1,-,INA,张紧轮,DAMD169592,5310196200,正时系
中华 (华晨中华),骏捷,1.8,4 G 93,2008/12/1,-,INA,张紧轮,DAMD169592,5310196200,正时系
中华 (华晨中华),酷宝,1.8,4 G 93,2007/9/1,-,INA,张紧轮,DAMD169592,5310196200,正时系
中华 (华晨中华),中华骏捷,1.8,4 G 93,2006/2/1,2010/7/1,INA,张紧轮,DAMD169592,5310196200,正时系
中华 (华晨中华),尊驰,1.8,4 G 93,2007/8/1,2010/12/1,INA,张紧轮,DAMD169592,5310196200,正时系
海马汽车,3,1.8,FP-DE,2007/6/1,2010/12/1,INA,张紧轮,FP01-12-700AL1,5310197200,正时系
海马汽车,普力马,1.8,FP-DE,2007/3/1,2009/10/1,INA,张紧轮,FP01-12-700AL1,5310197200,正时系
海马汽车,福美来,1.8,FP-DE,2002/6/1,2006/8/1,INA,张紧轮,FP01-12-700AL1,5310197200,正时系
海马汽车,福美来,1.8,FP-DE,2002/10/1,2006/12/1,INA,张紧轮,FP01-12-700AL1,5310197200,正时系
海马汽车,普力马,1.8,FP,2001/3/1,-,INA,张紧轮,FP01-12-700AL1,5310197200,正时系
大众 (上海大众),波罗,1.6,BCD,2002/1/1,2006/1/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (上海大众),桑塔纳2000,1.8,AYJ,1998/5/1,2004/3/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (上海大众),桑塔纳3000,1.8,AYJ,2004/3/1,2007/10/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (上海大众),桑塔纳3000,1.8,BKT,2005/6/1,2007/10/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (上海大众),桑塔纳志俊,1.8,BKT,2008/1/1,-,INA,张紧轮,06A109479C,5310203200,正时系
大众 (上海大众),朗逸,2.0,CEN,2008/4/1,-,INA,张紧轮,06A109479F,5310203200,正时系
大众 (上海大众),帕萨特 (B5),2.0,BFF,2003/2/1,2009/4/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (上海大众),帕萨特领驭 (B5),2.0,BNL,2006/4/1,-,INA,张紧轮,06A109479C,5310203200,正时系
大众 (上海大众),桑塔纳志俊,2.0,/,2008/1/1,-,INA,张紧轮,06A109479C,5310203200,正时系
大众 (上海大众),途安,2.0,/,2004/11/1,2008/1/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),宝来,1.6,BJH,2004/10/1,2006/9/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),宝来,1.6,BWH,2008/11/1,-,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),宝来 HS,1.6,/,2006/10/1,2008/12/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),高尔夫,1.6,BJH,2003/8/1,2005/1/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),捷达,1.6,ATK,1999/10/1,2000/4/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),捷达,1.6,ATK,2000/4/1,2004/10/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),捷达,1.6,BJG,2004/10/1,-,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),捷达,1.6,ABX,1991/5/1,1999/12/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),开迪,1.6,BRY,2005/3/1,2007/12/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),速腾,1.6,BWH,2006/2/1,-,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),捷达,1.6,BJG,1997/1/1,2000/4/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),迈腾 (B6),1.8 TSI,BYJ,2007/6/1,2011/7/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),宝来,2.0,CEN,2008/11/1,2010/12/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),高尔夫,2.0,APK,2003/8/1,2005/12/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),迈腾,2.0,BJZ,2007/3/1,2008/5/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),速腾,2.0,BJZ,2006/4/1,2009/6/1,INA,张紧轮,06A109479C,5310203200,正时系
大众 (一汽大众),高尔夫,2.0 TSI,/,2010/3/1,-,INA,张紧轮,06A109479 C,5310203200,正时系
斯柯达 (上海大众-斯柯达),明锐,2.0,BXX,2007/6/1,2010/4/1,INA,张紧轮,06A109479C,5310203200,正时系
别克 (上海通用-别克),凯越,1.6,F16D3D,2003/8/1,2008/5/1,INA,张紧轮,96350550,5310213300,正时系
别克 (上海通用-别克),凯越HRV,1.6,F16D3D,2004/10/1,-,INA,张紧轮,96350550,5310213300,正时系
雪佛兰 (上海通用-雪佛兰),乐骋,1.4,L95,2005/7/1,2010/5/1,INA,张紧轮,96350550,5310213300,正时系
雪佛兰 (上海通用-雪佛兰),乐风,1.4,L95,2006/3/1,2011/7/1,INA,张紧轮,96350550,5310213300,正时系
雪佛兰 (上海通用-雪佛兰),乐骋,1.6,F16D3D,2008/3/1,2010/5/1,INA,张紧轮,96350550,5310213300,正时系
雪佛兰 (上海通用-雪佛兰),乐风,1.6,F16D3D,2006/3/1,2011/3/1,INA,张紧轮,96350550,5310213300,正时系
日产 (郑州日产),帕拉丁,3.3,VG33E,2003/2/1,-,INA,张紧轮,13070 42L00,5310214200,正时系
江淮,瑞风,2.5,D4BH,2002/1/1,2008/1/1,INA,张紧轮,23357 42030,5310231200,正时系
江淮,瑞风,2.5,D4BH,2002/1/1,2008/1/1,INA,张紧轮,24317 42010,5310232200,正时系
雪铁龙 (东风标致雪铁龙),富康,1.4,TU3MC2,1992/2/1,2005/12/1,INA,张紧轮,6453.S5,5310241100,附件系
雪铁龙 (东风标致雪铁龙),富康,1.4,/,2002/2/1,2005/12/1,INA,张紧轮,6453.S5,5310241100,附件系
雪铁龙 (东风标致雪铁龙),富康,1.4,/,1992/2/1,2001/8/1,INA,张紧轮,6453.S5,5310241100,附件系
雪铁龙 (东风标致雪铁龙),爱丽舍,1.6,TU5JPK,2002/6/1,2008/4/1,INA,张紧轮,6453.S5,5310241100,附件系
雪铁龙 (东风标致雪铁龙),爱丽舍,1.6,TU5JP4,2002/6/1,2008/4/1,INA,张紧轮,6453.S5,5310241100,附件系
雪铁龙 (东风标致雪铁龙),富康,1.6,TU5JPK,1997/2/1,2005/12/1,INA,张紧轮,6453.S5,5310241100,附件系
雪铁龙 (东风标致雪铁龙),富康,1.6 16V,TU5JP4,2002/6/1,-,INA,张紧轮,6453.S5,5310241100,附件系
雪佛兰 (上海通用-雪佛兰),开拓者,2.3,LG1,2001/8/1,2004/8/1,INA,张紧轮,9158003,5310273300,正时系
奥迪 (一汽奥迪),A6L (C5),2.5 TDI,BND,2004/8/1,2005/12/1,INA,张紧轮,059260523B,5310307100,附件系
